Tieu de;Tac gia;Chu de;Tu khoa;Link so;Loai
Đặc điểm tập phóng sự Trước vành móng ngựa của Hoàng Đạo;Võ Hoàng Văn;Phóng sự | Văn học hiện đại | Văn học Việt Nam;;;Luan van
Tiểu thuyết Đất mồ côi của Tạ Duy Anh dưới góc nhìn thể loại;Thái Dương Nương;Nghiên cứu văn học | Tiểu thuyết | Văn học Việt Nam;;;Luan van
Loại hình nhân vật trong Công dư tiệp ký của Vũ Phương Đề;Lâm Thị Hồng Thao;Nghiên cứu văn học | Văn học Hán nôm | Văn học Việt Nam;;;Luan van
Nghệ thuật xây dựng nhân vật trong Lan trì kiến văn lục của Vũ Trinh;Hà Thị Thanh Tấm;Nghiên cứu văn học | Truyện truyền kỳ | Văn học cận đại | Văn học Việt Nam;;;Luan van
Văn hoá tâm linh trong Công dư tiệp ký;Lê Thị Hoàng Vy;Hán nôm | Nghiên cứu văn học | Văn học Việt Nam;;;Luan van
Tăng cường công tác an ninh cảng biển Quy Nhơn, tỉnh Bình Định;Nguyễn Nhật Minh;An ninh | Bình Định | Cảng biển | Chính trị học | Quy Nhơn;;;Luan van
Quản lý vốn hỗ trợ cho vay người lao động đi làm việc ở nước ngoài theo hợp đồng tại Chi nhánh Ngân hàng chính sách xã hội tỉnh Bình Định;Lê Thanh Sơn;;Lao động | Ngân hàng chính sách | Quản lý kinh tế | Vốn;;Luan van
Thực hiện chính sách hỗ trợ thanh niên phát triển kinh tế trên địa bàn thị xa An Nhơn, tỉnh Bình Định;Huỳnh Võ Huy;Chính sách | Hỗ trợ | Phát triển kinh tế | Quản lý kinh tế;;;Luan van
Quản lý nhà nước về bồi thường, hỗ trợ và tái định cư khi nhà nước thu hồi đất trên địa bàn huyện Tây Sơn, tỉnh Bình Định;Nguyễn Minh Diệm;Quản lý kinh tế | Quản lý nhà nước | Đất đai | Bồi thường | Hỗ trợ;;;Luan van
Quản lý nhà nước về ngành thống trọt trên địa bàn huyện Hoài Ân, tỉnh Bình Định;Võ Thị Kiều;Quản lý kinh tế | Quản lí nhà nước | Trồng trọt | Nông nghiệp | Bình Định;;;Luan van
Tổ chức thực thi chính sách hỗ trợ ngành nông nghiệp trên địa bàn huyện Phù Cát, tỉnh Bình Định;Nguyễn Xuân Quý;Bình Định | Chính sách | Hỗ trợ | Nông nghiệp | Quản lý kinh tế;;;Luan van
Quản lý nhà nước về tái cơ cấu ngành nông nghiệp trên địa bàn huyện Vĩnh Thạnh, tỉnh Bình Định;Trần Quốc Hiền;Bình Định | Cơ cấu | Nông nghiệp | Quản lý kinh tế;;;Luan van
Quản lý nhà nước về phát triển du lịch bền vững trên địa bàn thị xã Hoài Nhơn, tỉnh Bình Định;Nguyễn Thị Thuý Ái;Quản lý kinh tế | Phát triển | Du lịch | Bình Định;;;Luan van
Quản lý nhà nước về đào tạo nghề trên địa bà huyện Phù Cát, tỉnh Bình Định;Nguyễn Thị Hiệp;Quản lý kinh tế | Quản lí nhà nước | Đào tạo | Nghề | Phù Cát | Bình Định;;;Luan van
Quản lý nhà nước về đầu tư công tại huyện Vĩnh Thạnh, tỉnh Bình Định;Ngô Thị Dạ Liêu;Quản lý kinh tế | Quản lý nhà nước;;;Luan van
Quản lý thu, chi ngân sách nhà nước trên địa bàn thành phố Quy Nhơn, tỉnh Bình Định;Đặng Thành Huy;Bình Định | Ngân sách | Nhà nước | Quản lý kinh tế;;;Luan van
Quản lý nhà nước về công tác giải phóng mặt mặt bằng đối với một số dự án đầu tư kinh tế trọng điểm trên địa bàn huyện Phù Mỹ, tỉnh Bình Định;Võ Trọng Kiên;Quản lý kinh tế | Giải phóng mặt bằng | Điều trị | Kinh tế | Bình Đình;;;Luan van
Quản lý nhà nước về kinh tế trong xây dựng nông thôn mới tại huyện Hoài Ân, tỉnh Bình Định;Trương Công Tưởng;Quản lý kinh tế | Xây dựng | Hoài Ân | Bình Định;;;Luan van
Quản lý nhà nước về hơp tác xã trên địa bàn huyện Hoài Ân, tỉnh Bình Định;Đào Thị Bích Loan;Quản lý kinh tế | Quản lí nhà nước | Hợp tác xã | Hoài Ân | Bình Định;;;Luan van
Quản lý nhà nước về ngành lâm nghiệp tại huyện Vĩnh Thạnh, tỉnh Bình Định;Đinh Cư;Quản lý kinh tế | Quản lí nhà nước | Lâm nghiệp | Bình Định;;;Luan van
Thực hiện chính sách hỗ trợ thanh niên khởi nghiệp trên địa bàn tỉnh Bình Định;Nguyễn Nhật Thảo;Bình Định | Chính sách | Hành chính công | Hỗ trợ | Khởi nghiệp | Quản lý kinh tế;;;Luan van
Quản lý thu ngân sách nhà nước trên địa bàn huyện Hoài Ân, tỉnh Bình Định;Trương Thị Linh;Bình Định | Ngân sách nhà nước | Quản lí nhà nước | Quản lý kinh tế;;;Luan van
Quản lý nhà nước về giải quyết việc làm cho thanh nien trên đia bàn tỉnh Bình Định;Nguyễn Thị Kim Vân;Bình Định | Quản lí nhà nước | Quản lý kinh tế | Thanh niên | Việc làm;;;Luan van
Xây dựng đội ngũ viên chức tại bảo hiểm xã hội huyện Phù Cát, tỉnh Bình Định;Ngô Thị Bích Phương;Quản lý kinh tế | Bảo hiểm xã hội | Viên chức | Phù Cát | Bình Định;;;Luan van
Quản lý nhà nước đối với các cụm công nghiệp trên địa bàn thị xã Hoài Nhơn, tỉnh Bình Định;Nguyễn Thị Tố Nữ;Bình Định | Hoài Nhơn | Quản lí nhà nước | Quản lý kinh tế;;;Luan van
Quản lý nhà nước về kinh tế trong xây dựng nông thôn mới nâng cao ở huyện Tuy Phước, tỉnh Bình Định;Phan Thanh Trà;Bình Định | Kinh tế | Nông thôn | Quản lý kinh tế | Xây dựng;;;Luan van
Quản lý nhà nước đối với ngành công nghiệp trên địa bàn thị xã Hoài Nhơn, tỉnh Bình Định;Nguyễn Thị Bích Hường;Quản lý kinh tế | Công nghiệp | Hoài Nhơn;;;Luan van
Quản lý nhà nước đối với hợp tác xã nông nghiệp tại tỉnh Bình Định;Ngô Thanh Như Ngọc;Quản lý kinh tế | Nông nghiệp | Bình Định;;;Luan van
Quản lý nhà nước đối với doanh nghiệp tư nhân trên địa bàn tỉnh Bình Định;Lê Tùng Long;Quản lý kinh tế;;;Luan van
Quản lý nhà nước về ngành chăn nuôi trên địa bàn tỉnh Bình Định;Trần Thị Thanh Thái;Quản lý kinh tế | Quản lý nhà nước | Chắn nuôi | Bình Định;;;Luan van
Quản lý nhà nước về đầu tư công trên địa bàn huyện Phù Mỹ, tỉnh Bình Định;Tiêu Tấn Hùng;Quản lý kinh tế | Quản lí nông nghiệp | Phù Mỹ | Bình Định;;;Luan van
Quản lý nhà nước về nuôi trồng thuỷ sản trên địa bàn thị xã Sông Cầu, tỉnh Phú Yên;Nguyễn Vũ Phương Mai;Nuôi trồng thuỷ sản | Phú Yên | Quản lý kinh tế | Quản lý nhà nước | Sông Cầu;;;Luan van
Quản lý nhà nước về ứng dụng công nghiệp cao trong sản xuất nông nghiệp cao trong sản xuất nông nghiệp trên địa bàn huyện Hoài Ân, tỉnh Bình Định;Trần Hồ Trung;Quản lý kinh tế | ứng dụng | Công nghệ cao | Sản xuất | Bình Định;;;Luan van
Quản lý quỹ vì người nghèo;Lưu Minh Hiếu;Bình Định | Người nghèo | Quản lý kinh tế | Tài chính;;;Luan van
Quản lý nhà nước về làng nghề trên địa bàn tỉnh Bình Định;Trần Ngọc Quỳnh;An Nhơn | Bình Định | Làng nghề | Quản lý kinh tế;;;Luan van
Quản lý nhà nước về tái cơ cấu ngành nông nghiệp ở thị xã An Nhơn;Thái Ngọc Trường;Bình Định | Nông nghiệp | Quản lí nhà nước | Quản lý kinh tế;;;Luan van
Quản lý chi thường xuyên ngân sách nhà nước huyện Vân Canh, tỉnh Bình Định;Lê Thị Phước;Bình Định | Chi | Ngân sách | Quản lí | Quản lý kinh tế;;;Luan van
Quản lý hoạt động dạy học môn toán theo hướng phát triển năng lực học sinh ở các trường trung học phổ thông huyện Vĩnh Thạnh, tỉnh Bình Định;Nguyễn Thị Hợp;Bình Định | Giáo dục | Phổ thông trung học | Quản lí giáo dục | Vĩnh Thạnh;;;Luan van
Quản lý hoạt động dạy học môn tiếng Anh theo hướng phát triển năng lực học sinh ở các trường trung học phổ thông ngoài công lập trên địa bàn thành phố Quy Nhơn, tỉnh Bình Định;Nguyễn Thị Hà;Bình Định | Giảng dạy | Phổ thông trung học | Quản lí giáo dục | Quy Nhơn;;;Luan van
Quản lý hoạt động dạy học môn ngữ văn theo hướng phát triển năng lực học sinh ở các trường trung học cơ sở thị xã An Khê, tỉnh Gia Lai;Trương Đào Vũ Hà Vy;An Khê | Gia Lai | Giảng dạy | Học sinh | Ngữ văn | Quản lí giáo dục;;;Luan van
Quản lý hoạt động bồi dưỡng giáo viên theo chuẩn nghề nghiệp ở các trường mầm non trên địa bàn huyện Tuy Phước, tỉnh Bình Định;Huỳnh Thị Mai Tuyết;Bình Định | Bồi dưỡng nghiệp vụ | Giáo viên mẫu giáo | Quản lí giáo dục | Tuy Phước;;;Luan van
Quản lý ứng dụng công nghệ thông tin trong dạy học theo hướng phát triển năng lực tự học cho học sinh ở các trường trung học cơ sở thị xã Hoài Nhơn, tỉnh Bình Định;Nguyễn Tuấn Hải;Bình Định | Công nghệ thông tin | Hoài Nhơn | Học sinh | Năng lực | Quản lí giáo dục | Trường trung học cơ sở;;;Luan van
Quản lý công tác phối hợp giữa nhà trường, gia đình và xã hội trong giáo dục học sinh ở các trường tiểu học huyện Tuy Phước, tỉnh Bình Định;Phạm Xuân Thuận;Bình Định | Giáo dục học sinh | Quản lí giáo dục | Trường tiểu học | Tuy Phước;;;Luan van
Quản lý công tác giáo dục phòng, chống bạo lực học đường cho học sinh các trường trung học cơ sở thị xã Hoài Nhơn, tỉnh Bình Định;Trần Thanh Dũng;Bạo lực trường học | Binh Định | Hoài Nhơn | Phòng chống | Quản lí giáo dục | Trường trung học cơ sở;;;Luan van
Quản lý hoạt động trải nghiệm, hướng nghiệp ở các trường trung học cơ sở trên địa bàn thị xã Hoài Nhơn, tỉnh Bình Định;Hoàng Thị Việt Hường;Bình Định | Hoài Nhơn | Hướng nghiệp | Quản lí giáo dục | Trải nghiệm | Trung học cơ sở;;;Luan van
Quản lý công tác giáo dục pháp luật cho học sinh các trường trung học cơ sở trên địa bàn huyện Tuy Phước, tỉnh Bình Định;Hồ Thị Minh Phụng;Bình Định | Giáo dục pháp luật | Quản lí giáo dục | Trường trung học cơ sở | Tuy Phước;;;Luan van
Quản lý hoạt động vui chơi cho trẻ mẫu giáo ở các trường mầm non thị xã An Khê, tỉnh Gia Lai;Phan Thị Chung;An Khê | Gia Lai | Quản lí giáo dục | Trẻ mẫu giáo | Trường mầm non;;;Luan van
Quản lý quá trình áp dụng phương pháp steam trong các trường mầm non tại thành phố Quy Nhơn, tỉnh Bình Định;Phạm Thị Hồng Cẩm;Bình Định | Giáo dục mẫu giáo | Quản lí giáo dục | Quy Nhơn | Trường mẫu giáo;;;Luan van
Quản lý công tác giáo dục đạo đức cho học sinh các trường tiểu học huyện Sơn Hà, tỉnh Quảng Ngãi;Đinh Thị Diệu Chi;Giáo dục đạo đức | Học sinh tiểu học | Quản lí giáo dục | Quảng Ngãi | Sơn Hà;;;Luan van
Quản lý phát triển văn hóa nhà trường tại trường Đại học Quy Nhơn;Phạm Thị Giang Chung;Đại học Quy Nhơn | Nhà trường | Quản lí giáo dục | Văn hóa;;;Luan van
Quản lý ứng dụng công nghệ thông tin tại thư viện trường Đại học Quy Nhơn;Phạm Thị Thu Thảo;Công nghệ thông tin | Đại học Quy Nhơn | Quản lí giáo dục | Thư viện;;;Luan van
Quản lý cơ sở vật chất tại trường cao đẳng kỹ thuật công nghệ Nha Trang;Trần Thị Bích Trâm;Cơ sở vật chất | Quản lí giáo dục | Trường cao đẳng;;;Luan van
Quản lý hoạt động tự học của học sinh các trường phổ thông dân tộc nội trú trên địa bàn tỉnh Phú Yên;Phạm Công Thành;Dân tộc nội trú | Học sinh | Phú Yên | Quản lí giáo dục | Trường phổ thông;;;Luan van
Quản lý công tác xã hội hóa giáo dục ở các trường trung học cơ sở huyện Tây Sơn, tỉnh Bình Định;Ngô Tấn Lợi;Bình Định | Quản lí giáo dục | Tây Sơn | Trường trung học cơ sở | Xã hội hóa;;;Luan van
Quản lý hoạt động trải nghiệm của học sinh các trường trung học phổ thông trên địa bàn huyện Vĩnh Thạnh, tỉnh Bình Định;Dương Văn Thi;Bình Định | Học sinh trung học | Quản lí giáo dục | Trung học phổ thông | Vĩnh Thạnh;;;Luan van
Quản lý hoạt động tự bồi dưỡng chuyên môn của giáo viên mầm non trên địa bàn thành phố Quy Nhơn, tỉnh Bình Định;Nguyễn Dạ Lan;Bình Định | Bồi dưỡng nghiệp vụ | Giáo viên mẫu giáo | Quản lí giáo dục | Quy Nhơn;;;Luan van
Nâng cao hiệu quả kinh doanh của công ty cổ phần cảng Quy Nhơn;Nguyễn Hoàn Phúc;Cảng | Công ti cổ phần | Hiệu quả | Kinh doanh | Quy Nhơn;;;Luan van
Quản trị rủi ro tín dụng đối với khách hàng doanh nghiệp tại ngân hàng Thương mại cổ phần Á Châu - Chi nhánh Bình Định;Huỳnh Đông Thịnh;Doanh nghiệp | Tín dụng | Khách hàng | Ngân hàng thương mại | Bình Định;;;Luan van
Nâng cao chất lượng dịch vụ chăm sóc khách hàng tại mobifone tỉnh Bình Định - Công ty dịch vụ mobifone khu vực 3 - Chi nhánh tổng công ty viễn thông mobifone;Dương Lê Trúc Vy;Dịch vụ | Chăm sóc | Khách hàng | Công ti Mobifone;;;Luan van
Nâng cao chất lượng tín dụng khách hàng cá nhân tại ngân hàng TMCP đầu tư và phát triển Việt Nam - Chi nhánh Gia Lai;Trần Ngọc Trung;Ngân hàng thương mại | Tín dụng | Khách hàng | Gia Lai;;;Luan van
Nâng cao năng lực cạnh tranh của ngân hàng thương mại cổ phần đầu tư và phát triển Việt Nam - Chi nhánh Quy Nhơn;Lê Thanh Trường;Kinh doanh | Ngân hàng thương mại | Cạnh tranh;;;Luan van
Nâng cao sự hài lòng của nhân viên đối với công việc tại ngân hàng thương mại cổ phần đầu tư và phát triển Việt Nam - Chi nhánh Bình Định;Chế Thị Ngọc Linh;Kinh doanh | Ngân hàng thương mại | Hài lòng | Người lao động;;;Luan van
Nâng cao hiệu quả kinh doanh tại ngân hàng thương mại cổ phần đầu tư và phát triển Việt Nam - Chi nhánh Phú Tài;Chế Thị Oanh;Kinh doanh | Ngân hàng thương mại | Vốn;;;Luan van
Nâng cao chuỗi giá trị cây quế trên địa bàn huyện An Lão, tỉnh Bình Định;Nguyễn Tấn Đạt;Tiêu thụ | Thu gom | Quế | An Lão | Bình Định;;;Luan van
Quản trị rủi ro trong cho vay khách hàng cá nhân tại ngân hàng thương mại cổ phần đầu tư và phát triển Việt Nam - Chi nhánh Bình Định;Nguyễn An Thọ;Ngân hàng thương mại | Khách hàng | Vay;;;Luan van
Nâng cao sự gắn kết của người lao động với nhà máy sản xuất thuốc tiêm và dịch truyền ở công ty cổ phần Fresenius Kabi Việt Nam;Lê Anh Khoa;Người lao động | Gắn kết | Nhà máy;;;Luan van
Nâng cao hiệu quả cho vay khách hàng cá nhân tại ngân hàng nông nghiệp và phát triển nông thôn Việt Nam - Chi nhánh tỉnh Bình Định;Đào Xuân Trường;Khách hàng | Ngân hàng nông nghiệp và phát triển nông thôn | Vay;;;Luan van
Nâng cao lòng trung thành của khách hàng đối với dịch vụ nhà hàng của nhà khách tỉnh ủy Bình Định;Huỳnh Văn Đông;Khách hàng | Dịch vụ | Nhà hàng;;;Luan van
Nâng cao sự gắn kết của nhân viên tại văn phòng đăng ký đất đai tỉnh Bình Định;Đặng Thị Ngọc Hà;Văn phòng | Đăng ký | Đất | Nhân viên | Gắn kết;;;Luan van
Giải pháp marketing nhằm thu hút khách du lịch ra nước ngoài tại công ty cổ phần du lịch và tiếp thị giao thông vận tải Việt Nam - Vietravel - Chi nhánh Quy Nhơn;Hoàng Thị Thu Sen;Khách du lịch | Tiếp thị | Công ti du lịch | Quy Nhơn;;;Luan van
Giải pháp thu hút khách du lịch mice đến thành phố Quy Nhơn, Bình Định;Lê Thị Huỳnh Trang;Khách du lịch | Quy Nhơn | Bình Định;;;Luan van
Các nhân tố ảnh hưởng đến sự gắn kết của người lao động với các doanh nghiệp xuất - nhập khẩu trên địa bàn tỉnh Bình Định;Võ Nguyễn Đức Trí;Người lao động | Doanh nghiệp | Xuất nhập khẩu;;;Luan van
Quản trị rủi ro tín dụng tại ngân hàng nông nghiệp và phát triển nông thôn Việt Nam - Chi nhánh tỉnh Phú Yên;Trần Hòa Bình;Ngân hàng nông nghiệp và phát triển nông thôn | Phú Yên | Rủi ro | Tín dụng;;;Luan van
Quản trị rủi ro tín dụng khách hàng cá nhân tại ngân hàng thương mại cổ phần Á Châu - Chi nhánh Bình Định;Võ Văn Mau;Bình Định | Khách hàng | Ngân hàng thương mại | Tín dụng;;;Luan van
Nâng cao hiệu quả kinh doanh tại viễn thông Gia Lai - Tập đoàn bưu chính viễn thông Việt Nam;Nguyễn Hồng Lai;Kinh doanh | Viễn thông | Doanh nghiệp | Hiệu quả;;;Luan van
Đánh giá sự hài lòng của khách hàng đối với dịch vụ chăm sóc khách hàng tại gia của công ty mobifone Bình Định;Trần Hải Sâm;Dịch vụ | Chăm sóc | Khách hàng | Công ti mobifone | Bình Định;;;Luan van
Nâng cao chất lượng dịch vụ viễn thông di động tại mobifone tỉnh Bình Định - Công ty dịch vụ mobifone khu vực 3 - Chi nhánh tổng công ty viễn thông mobifone;Phạm Thị Ánh Tuyết;Dịch vụ | Viễn thông | Di động;;;Luan van
Nâng cao hiệu quả hoạt động tại công ty TNHH một thành viên Hoa tiêu hàng hải khu vực VII;Đào Xuân Hoài;Doanh nghiệp | Nhà nước | Hiệu quả | Hoạt động;;;Luan van
Các nhân tố ảnh hưởng đến ý định trải nghiệm du lịch võ thuật của du khách tại huyện Tây Sơn, tỉnh Bình Định;Nguyễn Văn Hoàng;Du lịch | Kĩ thuật | Khách du lịch | Tây Sơn | Bình Định;;;Luan van
Hoàn thiện chính sách marketing nhằm phục hồi hoạt động kinh doanh tại viễn thông Bình Định - Tập đoàn bưu chính Viễn thông Việt Nam giai đoạn hậu covid 19;Nguyễn Hoàng Việt;Kinh doanh | Dịch vụ | Tiếp thị | Hoạt động | Viễn thông;;;Luan van
Nâng cao động lực làm việc của người lao động công ty cổ phần petec Bình Định;Đặng Thành Nam;Bình Định | Công ti petec | Động lực | Người lao động;;;Luan van
Nâng cao chuỗi giá trị cây trà dung trên địa bàn huyện Vân Canh, tỉnh Bình Định;Phạm Bá Toàn;Bình Định | Doanh nghiệp | Kinh doanh | Sản xuất | Tiêu thụ | Vân Canh;;;Luan van
Nâng cao hiệu quả kinh doanh tại công ty trách nhiệm hữu hạn Tân Phước;Nguyễn Thị Thùy Trang;Kinh doanh | Doanh nghiệp | Công ti TNHH Tân Phước;;;Luan van
Hoạch định chiến lược kinh danh cho công ty cổ phần xây dựng 47 giai đoạn 2024 - 2028;Võ Trọng Hiếu;Kinh doanh | Doanh nghiệp | Chiến lược;;;Luan van
Nâng cao chất lượng dịch vụ vận chuyển hành khách của công ty cổ phần hàng không Vietjet;Đặng Lam Điền;Doanh nghiệp | Dịch vụ | Khách hàng | Công ti cổ phần hàng không Vietjet;;;Luan van
Đẩy mạnh hoạt động trách nhiệm xã hội của doanh nghiệp tại công ty cổ phần FPT;Triệu Hoàng Lan;Doanh nghiệp | Trách nhiệm xã hội | Công ti cổ phần FPT | Quản trị kinh doanh;;;Luan van
Hoạch định chiến lược kinh doanh cho công ty TNHH sản xuất thương mại và dịch vụ Tân Thuận Phát giai đoạn 2024 - 2028;Hoàng Công Duy;Quản trị kinh doanh | Chiến lược | Doanh nghiệp;;;Luan van
Nâng cao sự hài lòng của doanh nghiệp khi sử dụng dịch vụ kê khai thuế điện tử trên địa bàn tỉnh Bình Định;Bùi Thị Trâm;Quản trị kinh doanh | Doanh nghiệp | Thuế | Điện tử | Bình Định;;;Luan van
Giáo trình lễ tân ngoại giao;;Lễ tân | Ngoại giao | Quản trị;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11313;Sach
Giáo trình hệ thống thông tin trong quản lý giáo dục;Nguyễn Lê Hà;Giáo trình | Hệ thống thông tin | Quản lí giáo dục;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1022;Sach
A quantum chemical research of structure and aromaticity of some Boron Clustrers;Dương Văn Long;Cấu trúc | Cluster Boron | Hóa học lượng tử | Nghiên cứu | Tính thơm;;;Luan an
Some distance functions in quantum information theory and related problems;Vương Trung Dũng;Hàm số | Lí thuyết lượng tử | Toán giải tích;;;Luan an
Bài giảng Mạng viễn thông (Mạng thông tin);Đặng Thị Từ Mỹ;Bài giảng | Mạng viễn thông | Tài chính;;;Sach
Tiếng Anh trong kiến trúc và xây dựng;Cumming, James;Kiến trúc | Tiếng Anh | Xây dựng;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11249;Sach
Tiếng Anh trong xây dựng và kiến trúc = English on building & architecture;Võ Như Cầu;Kiến trúc | Thuật ngữ | Tiếng Anh | Xây dựng;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11246;Sach
Kết cấu đặc biệt bằng bê tông cốt thép;Nguyễn Lê Ninh;Kết cấu bê tông cốt thép | Xây dựng;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11247;Sach
Hư hỏng sửa chữa gia cường kết cấu công trình;Nguyễn Trung Hiếu;Công trình | Gia cố | Kết cấu bê tông cốt thép | Kết cấu gạch đá | Sửa chữa;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11245;Sach
Kinh tế xây dựng;Nguyễn Công Thạnh;Kinh tế xây dựng;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11244;Sach
Thí nghiệm vật liệu xây dựng;Nguyễn Duy Hiếu;Thí nghiệm | Vật liệu xây dựng;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11248;Sach
Tập bản vẽ thi công xây dựng;Lê Văn Kiểm;Bản vẽ xây dựng | Thi công | Xây dựng;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11243;Sach
Cơ học kết cấu 1991 - 2018;;1991-2018 | Cơ học kết cấu | Đề thi quốc gia;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11251;Sach
Giáo trình cấp thoát nước trong nhà;Trần Thị Mai;Công trình dân dụng | Giáo trình | Hệ thống cấp nước | Hệ thống thoát nước;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11259;Sach
Giáo trình dự toán xây dựng cơ bản;;Dự toán | Giáo trình | Xây dựng;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11260;Sach
Thí nghiệm công trình;Phạm Toàn Đức;Công trình xây dựng | Thí nghiệm;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10264;Sach
Thiết kế khung ngang nhà công nghiệp một tầng bằng bê tông cốt thép lắp ghép;Vương Ngọc Lưu;Bê tông cốt thép | Bê tông cốt thép lắp ghép | Khung nhà | Nhà công nghiệp | Thiết kế;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10297;Sach
Kết cấu nhà cao tầng bê tông cốt thép;Lê Thanh Huấn;Giáo trình | Kết cấu bê tông cốt thép | Nhà cao tầng;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11257;Sach
Giáo trình vật liệu xây dựng;Phan Thế Vinh;Giáo trình | Vật liệu xây dựng;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11258;Sach
Thiết kế khung bê tông cốt thép toàn khối;Đặng Vũ Hiệp;Bê tông cốt thép | Kết cấu khung | Thiết kế;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11250;Sach
Quy trình thiết kế và thi công tấm vật liệu 3D;Ngô Quang Tường;Thi công | Thiết kế | Vật liệu 3D | Vật liệu xây dựng;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11254;Sach
Các bảng tính toán thủy lực;Nguyễn Thị Hồng;Bảng tính | Kĩ thuật xây dựng | Thủy lực;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11252;Sach
Tổ chức thi công xây dựng;Lê Hồng Thái;Thi công | Tổ chức | Xây dựng;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10291;Sach
Kiến trúc nhà công cộng;Nguyễn Đức Thiềm;Giáo trình | Kiến trúc | Nhà công cộng;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1804;Sach
Bài tập thủy lực.;Hoàng Văn Quý;Bài tập | Kĩ thuật xây dựng | Thủy lực;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10286;Sach
Thi công nhà cao tầng;Nguyễn Xuân Trọng;Nhà cao tầng | Thi công;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10222;Sach
Giáo trình kỹ thuật thi công.;;Giáo trình | Kĩ thuật thi công;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11310;Sach
Lắp ghép công trình dân dụng và công nghiệp;Lê Văn Kiểm;Công nghiệp | Công trình dân dụng | Lắp ghép;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=11253;Sach
Nền móng và tầng hầm nhà cao tầng;Nguyễn Văn Quảng;Nền móng | Nhà cao tầng | Tầng hầm;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10283;Sach
Nguyên lí thiết kế kiến trúc;Tạ Trường Xuân;Nguyên lí | Thiết kế kiến trúc;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1796;Sach
Tải trọng và tác động;TCXD 2737 : 1995. Tiêu chuẩn Việt Nam. Tiêu chuẩn ngành xây dựng;Tải trọng | Tiêu chuẩn kĩ thuật | Tiêu chuẩn nhà nước | Việt Nam | Xây dựng;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1794;Sach
Móng cọc - Tiêu chuẩn thiết kế = Pile foundation - Design standard;TCVN 10304:2014. Tiêu chuẩn Việt Nam. Tiêu chuẩn ngành xây dựng;Móng cọc | Tiêu chuẩn kĩ thuật | Tiêu chuẩn nhà nước | Việt Nam;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=10287;Sach
Tiêu chuẩn thiết kế nền nhà và công trình = Specifications for design of foundation for buildings and structures;TCVN 9362:2012. Tiêu chuẩn Việt Nam. Tiêu chuẩn ngành xây dựng;Nền công trình | Nền nhà | Thiết kế xây dựng | Tiêu chuẩn kĩ thuật | Tiêu chuẩn nhà nước | Việt Nam;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=1807;Sach
